Birds_spp,Sample,Year,longitude,latitude
Long-tailed tit,23_8_A,2023.0,-2.4223115696435045,52.77888172871788
Long-tailed tit,23_8_B,2023.0,-2.4206830699033346,52.77978734129215
Goldfinch,23_8_A,2023.0,-2.425317522604701,52.781666748757594
Wren,23_8_B,2023.0,-2.423482300012507,52.78159030718391
Wren,23_8_B,2023.0,-2.4208421747524573,52.782655587679535
Wren,23_8_A,2023.0,-2.420088993015739,52.78178167726288
Wren,23_8_A,2023.0,-2.419244588903689,52.78166845219039
Wren,23_8_B,2023.0,-2.419767363615777,52.78136444798582
Wren,23_8_A,2023.0,-2.419637552551243,52.78096314109019
Blackcap,23_8_C,2023.0,-2.4195999570116564,52.781039642934545
Wren,23_8_C,2023.0,-2.4200307274533723,52.78028107052165
Blackcap,23_8_B,2023.0,-2.421052976306951,52.77953367925717
Blue tit,23_8_C,2023.0,-2.4209380527335176,52.779540728031705
Wren,23_8_B,2023.0,-2.4204120756431955,52.77894160443761
Wren,23_8_A,2023.0,-2.421613417366459,52.77859865996604
Wren,23_8_C,2023.0,-2.423894866521317,52.77896572985444
Chiffchaff,23_9_C,2023.0,-2.415709214637915,52.76636731264464
Chiffchaff,23_9_B,2023.0,-2.414950077644147,52.76535713606783
Song thrush,23_9_B,2023.0,-2.4111858235439927,52.76918717487739
Song thrush,23_9_B,2023.0,-2.415166950932978,52.76736139010085
Song thrush,23_9_C,2023.0,-2.4150511979808247,52.76727119975595
Blackbird,23_9_B,2023.0,-2.4119193140324886,52.76898950001472
Blackbird,23_9_B,2023.0,-2.416104504268405,52.76669036296546
Wren,23_9_C,2023.0,-2.40540385477717,52.77138834691745
Wren,23_9_C,2023.0,-2.4161516889424313,52.767009493273235
Wren,23_9_B,2023.0,-2.4151511683986904,52.76538486521481
Wren,23_9_C,2023.0,-2.4136126686643506,52.764600171508484
Great tit,23_9_B,2023.0,-2.4161904962034053,52.76628283376705
Great tit,23_9_B,2023.0,-2.41420815320407,52.76802678821434
Dunnock,23_9_C,2023.0,-2.4069343228774702,52.77162701520419
Blackbird,23_9_B,2023.0,-2.4157698969168995,52.767937695384994
Blue tit,23_9_B,2023.0,-2.4153681534247133,52.766206762889944
Blue tit,23_9_C,2023.0,-2.4154816475066005,52.766060018462106
Blue tit,23_9_B,2023.0,-2.4160200682771062,52.767665031078124
Robin,23_9_C,2023.0,-2.415430914257394,52.7655584358423
Robin,23_9_C,2023.0,-2.4150827395656758,52.767127367490936
Robin,23_9_B,2023.0,-2.4138712393711765,52.76730935557125
Greenfinch,23_9_B,2023.0,-2.413276332807433,52.769117186733375
Greenfinch,23_9_C,2023.0,-2.4158699388993963,52.76640242974943
Whitethroat,23_9_B,2023.0,-2.4152061164160696,52.7660818903498
Whitethroat,23_9_B,2023.0,-2.4130602226326783,52.76692273908529
Garden warbler,23_9_B,2023.0,-2.415549419085622,52.76529725771483
Garden warbler,23_9_B,2023.0,-2.4120764806263235,52.768598696056294
Garden warbler,23_9_C,2023.0,-2.405200592636198,52.77177233040147
Goldcrest,23_9_B,2023.0,-2.4154982877586804,52.764753863081346
Redstart,23_9_B,2023.0,-2.4160488101937942,52.76585998685418
Blackcap,23_9_B,2023.0,-2.4158627987109926,52.765630665908915
Willow warbler,23_9_C,2023.0,-2.4139837353080345,52.76496125899976
Blackbird,23_9_C,2023.0,-2.4049920852503552,52.771591851758814
Long-tailed tit,23_9_B,2023.0,-2.415479147777519,52.76756936329208
Nuthatch,23_9_B,2023.0,-2.4158718285491694,52.76714525949975
Nuthatch,23_9_B,2023.0,-2.4156546752136743,52.765492017818765
Goldfinch,23_9_C,2023.0,-2.407234825737494,52.77181414340424
Magpie,23_9_C,2023.0,-2.406564816541549,52.771433153980844
Kingfisher,23_9_C,2023.0,-2.4148588661836947,52.7675854730222
Great spotted wood,23_9_C,2023.0,-2.416204479637524,52.76652148543842
Coal tit,23_9_C,2023.0,-2.414910637383691,52.76546236502487
Redstart,23_9_C,2023.0,-2.414045123221012,52.76526960541448
Stock dove,23_9_C,2023.0,-2.4141691386137523,52.76512786496987
Blackbird,23_10_A,2023.0,-2.4128479838844825,52.76416293380588
Blackbird,23_10_B,2023.0,-2.41275787119432,52.764867724799586
Blackbird,23_10_C,2023.0,-2.411261018462812,52.76521538054479
Blackbird,23_10_C,2023.0,-2.4051847075496364,52.7661705041891
Blackbird,23_10_B,2023.0,-2.4052089508904237,52.76590290946369
Blackbird,23_10_C,2023.0,-2.405213433060804,52.76782411550924
Dunnock,23_10_C,2023.0,-2.4121048990994103,52.764476729843885
Dunnock,23_10_A,2023.0,-2.4127050330540016,52.76434493957022
Dunnock,23_10_B,2023.0,-2.412449181604521,52.76555368703542
Robin,23_10_A,2023.0,-2.4129233765241667,52.76482245838284
Robin,23_10_C,2023.0,-2.4117446180581044,52.764534726540916
Robin,23_10_C,2023.0,-2.407143934853889,52.76559634299495
Chiffchaff,23_10_C,2023.0,-2.41235819408312,52.764410997768074
Chiffchaff,23_10_C,2023.0,-2.4078915568243353,52.76551270910882
Chiffchaff,23_10_C,2023.0,-2.4045169531622164,52.766221422838896
Wren,23_10_C,2023.0,-2.4089829887312475,52.76503877675903
Wren,23_10_C,2023.0,-2.4124569505488678,52.764961891100555
Wren,23_10_A,2023.0,-2.4125490401035266,52.7648075486508
Wren,23_10_B,2023.0,-2.4091974931322904,52.76511099443883
Willow warbler,23_10_B,2023.0,-2.412766693907296,52.765212112303544
Linnet,23_10_A,2023.0,-2.4120559622083793,52.76495517894837
Great tit,23_10_A,2023.0,-2.411829238050417,52.76500460523003
Great tit,23_10_C,2023.0,-2.4114511541234664,52.76459249028445
Great tit,23_10_C,2023.0,-2.4112112967559285,52.764666280237236
Song thrush,23_10_C,2023.0,-2.4114157266009464,52.765087105069284
Song thrush,23_10_C,2023.0,-2.4054491266255593,52.76586155628035
Blue tit,23_10_C,2023.0,-2.410783889350751,52.76469208111039
Blue tit,23_10_C,2023.0,-2.404107846874056,52.76678216086801
Blue tit,23_10_C,2023.0,-2.4041905113480038,52.76704939091468
Great tit,23_10_C,2023.0,-2.407464214823931,52.76554660420046
Garden warbler,23_10_B,2023.0,-2.4097314350661447,52.76504429906125
Garden warbler,23_10_C,2023.0,-2.405929250427322,52.76575452996879
Blackcap,23_10_C,2023.0,-2.409316702288969,52.76499709303289
Blackcap,23_10_C,2023.0,-2.404838396281118,52.76773622605445
Whitethroat,23_10_C,2023.0,-2.408637429425666,52.76524262882323
Goldfinch,23_10_C,2023.0,-2.4105493704260317,52.76533330084746
Magpie,23_10_C,2023.0,-2.4063958568837434,52.76563133520008
Goldfinch,23_10_C,2023.0,-2.404171588919628,52.76644958040422
Mistle thrush,23_10_B,2023.0,-2.404159576620521,52.76659553690217
Coal tit,23_10_C,2023.0,-2.405134901762604,52.76800272506533
Blue tit,23_10_C,2023.0,-2.4045031566433366,52.77153603644183
Blue tit,23_10_C,2023.0,-2.4028869614287527,52.76974645490784
Blue tit,23_10_A,2023.0,-2.402971923564195,52.76968390891493
Wren,23_10_C,2023.0,-2.4030759106352115,52.76982882240366
Blackcap,23_10_C,2023.0,-2.403205176047041,52.769932144997
Robin,23_10_A,2023.0,-2.4033003228620395,52.77004595971579
Robin,23_10_C,2023.0,-2.4033956141234376,52.770175338180714
Great tit,23_10_C,2023.0,-2.404424534254999,52.77135990909521
Spotted flycatcher,23_10_C,2023.0,-2.404263305752121,52.77150053772532
Blackcap,23_10_C,2023.0,-2.4043942144856083,52.77178024893673
Blackbird,24_5_A,2024.0,-2.4335166650205386,52.784361093708455
Blackcap,24_5_A,2024.0,-2.437839655994071,52.78469098575189
Blue tit,24_5_A,2024.0,-2.4349521592567998,52.78473103887002
Blue tit,24_5_A,2024.0,-2.4354291579661917,52.78450122481425
Blue tit,24_5_A,2024.0,-2.4377425874409067,52.784691344091
Blue tit,24_5_A,2024.0,-2.4371499044282317,52.78427418750645
Blue tit,24_5_A,2024.0,-2.4380709060286487,52.78355349190324
Blue tit,24_5_A,2024.0,-2.437197606882395,52.783586142234114
Canada goose,24_5_A,2024.0,-2.4374829099836592,52.78420674748039
Blue tit,24_5_A,2024.0,-2.437767233097129,52.7841247724509
Chiffchaff,24_5_A,2024.0,-2.433563077204728,52.78414757420043
Chiffchaff,24_5_A,2024.0,-2.437037863978866,52.78399136012077
Chiffchaff,24_5_A,2024.0,-2.438409786004174,52.78407090052712
Great tit,24_5_A,2024.0,-2.4334300849469894,52.78419588013604
Great tit,24_5_A,2024.0,-2.435543875168152,52.78444562686727
Great tit,24_5_A,2024.0,-2.435090759955389,52.78342100376397
Long-tailed tit,24_5_A,2024.0,-2.43873058063031,52.783996145240614
Long-tailed tit,24_5_A,2024.0,-2.4388974918169906,52.78430451710652
Robin,24_5_A,2024.0,-2.4338397593115118,52.784021035374174
Robin,24_5_A,2024.0,-2.438167244986351,52.784499416264275
Robin,24_5_A,2024.0,-2.43895356458623,52.78445052780162
Robin,24_5_A,2024.0,-2.43872235974303,52.78408353875198
Song thrush,24_5_A,2024.0,-2.4382640639242656,52.783757621703785
Wren,24_5_A,2024.0,-2.434765626706448,52.7837072757647
Wren,24_5_A,2024.0,-2.4378020674946095,52.784006473776266
Wren,24_5_A,2024.0,-2.4386791276302335,52.78449752386354
Wren,24_5_A,2024.0,-2.4387102778673846,52.78382494269358
Wren,24_5_A,2024.0,-2.4378154271877963,52.7834489099366
Woodpigeon,24_5_A,2024.0,-2.4397505791480354,52.784522293480144
Woodpigeon,24_5_A,2024.0,-2.438404632847556,52.783596170099244
Blackbird,24_5_A,2024.0,-2.4411846292002366,52.78085863628412
Blackcap,24_5_A,2024.0,-2.4384243358412685,52.781784893164044
Blue tit,24_5_A,2024.0,-2.437760748749864,52.782074723328066
Chaffinch,24_5_A,2024.0,-2.4413493592140636,52.78103763505989
Chiffchaff,24_5_A,2024.0,-2.4380860404725806,52.7820196385781
Dunnock,24_5_A,2024.0,-2.437405294396056,52.78207603493683
Dunnock,24_5_A,2024.0,-2.4408131036442233,52.78073428968593
Robin,24_5_A,2024.0,-2.4402228742481937,52.78095201631807
Wren,24_5_A,2024.0,-2.4376866056088295,52.78206601641616
Wren,24_5_A,2024.0,-2.4385720794798567,52.78174842451624
Wren,24_5_A,2024.0,-2.439146251182487,52.781405037420484
Wren,24_5_A,2024.0,-2.439407407509706,52.78086523485749
Wren,24_5_A,2024.0,-2.4400754972593637,52.78102440801865
Wren,24_5_A,2024.0,-2.4405773211232757,52.780851913540346
Willow warbler,24_5_A,2024.0,-2.4379096665125637,52.78215499877099
Woodpigeon,24_5_A,2024.0,-2.438057321607371,52.78210955051164
Greylag goose,24_5_A,2024.0,-2.43850346644313,52.78233447445196
Wren,24_6_A,2024.0,-2.43580397493524,52.78618825427721
Wren,24_6_A,2024.0,-2.4337122968179834,52.7869500033775
Wren,24_6_A,2024.0,-2.4332784269311123,52.78724954324617
Wren,24_6_A,2024.0,-2.433878300425372,52.788998289000176
Wren,24_6_A,2024.0,-2.433277775346367,52.78901519825811
Wren,24_6_A,2024.0,-2.431993363547945,52.78859686292256
Wren,24_6_A,2024.0,-2.4312703424079225,52.78911079787804
Wren,24_6_A,2024.0,-2.4312791288241256,52.78877234924164
Wren,24_6_A,2024.0,-2.4289779201265893,52.78799350881711
Woodpigeon,24_6_A,2024.0,-2.429980693245893,52.78754478575538
Woodpigeon,24_6_A,2024.0,-2.4319535004792163,52.789472477376925
Skylark,24_6_A,2024.0,-2.4329977690078977,52.786481773554044
Chaffinch,24_6_A,2024.0,-2.4348445330742927,52.78671411524306
Blue tit,24_6_A,2024.0,-2.4341118463750204,52.786860258838594
Blue tit,24_6_A,2024.0,-2.4335063445698792,52.78698386239122
Blue tit,24_6_A,2024.0,-2.4327525938319883,52.78745377759159
Blue tit,24_6_A,2024.0,-2.4324225581550043,52.787212204186034
Blue tit,24_6_A,2024.0,-2.4302868451076183,52.78844121536483
Blue tit,24_6_A,2024.0,-2.4294977465100334,52.787792991450964
Blue tit,24_6_A,2024.0,-2.4292727158955087,52.78773862956922
Blue tit,24_6_A,2024.0,-2.4280398440010784,52.78823599708455
Blackbird,24_6_A,2024.0,-2.433480120910946,52.789227808491844
Blackbird,24_6_A,2024.0,-2.428240136692951,52.78824263088303
Blackcap,24_6_A,2024.0,-2.433980567040754,52.78890963219441
Blackcap,24_6_A,2024.0,-2.429424142613235,52.78771233225257
Chiffchaff,24_6_A,2024.0,-2.4335526922942647,52.787373607984584
Chiffchaff,24_6_A,2024.0,-2.431636140205393,52.78806111098291
Chiffchaff,24_6_A,2024.0,-2.4336853883908605,52.78912406165136
Chiffchaff,24_6_A,2024.0,-2.4300165376774245,52.7887180789661
Chiffchaff,24_6_A,2024.0,-2.429183083915923,52.787878734797985
Chiffchaff,24_6_A,2024.0,-2.428191237062117,52.78820602302639
Long-tailed tit,24_6_A,2024.0,-2.431955813263033,52.78909358941727
Great tit,24_6_A,2024.0,-2.429488134454678,52.78866481711791
Song thrush,24_6_A,2024.0,-2.4315302292446983,52.78778193475156
Blue tit,24_6_A,2024.0,-2.4302277453684153,52.78766645548321
Robin,24_6_A,2024.0,-2.4276646083173974,52.78803591933269
Blackcap,24_6_A,2024.0,-2.4259805908362058,52.788564613229184
Wren,24_6_A,2024.0,-2.4260909973698963,52.78873607340228
Dunnock,24_6_A,2024.0,-2.425750111638159,52.788822048962665
Greenfinch,24_6_A,2024.0,-2.425432753075846,52.788931481169115
Blue tit,24_6_A,2024.0,-2.425231473589915,52.788998120720265
Dunnock,24_6_A,2024.0,-2.4247942627342014,52.7891621275499
Chaffinch,24_6_A,2024.0,-2.424186372755652,52.78934557698361
Great tit,24_6_A,2024.0,-2.4243605421069816,52.789286098831056
Wren,24_5_B,2024.0,-2.434719735880056,52.785151233844424
Wren,24_5_B,2024.0,-2.4344455180847078,52.783813284604676
Wren,24_5_B,2024.0,-2.435809119807826,52.78306155670534
Wren,24_5_B,2024.0,-2.4372578061079313,52.78433779466632
Wren,24_5_B,2024.0,-2.4380758721226408,52.78460315494454
Wren,24_5_B,2024.0,-2.439321256953661,52.78450202551983
Wren,24_5_B,2024.0,-2.43850200074597,52.78373287821819
Blackcap,24_5_B,2024.0,-2.433605039999179,52.784438312240006
Blackcap,24_5_B,2024.0,-2.4385877047673565,52.784146901473854
Blackcap,24_5_B,2024.0,-2.4389799327591275,52.784538602549446
Dunnock,24_5_B,2024.0,-2.433487926315476,52.78437517685441
Dunnock,24_5_B,2024.0,-2.4393063433290227,52.78340737512879
Chiffchaff,24_5_B,2024.0,-2.4333350729706162,52.784232128982076
Chiffchaff,24_5_B,2024.0,-2.4379617355786407,52.784450553164795
Chiffchaff,24_5_B,2024.0,-2.4393026024462725,52.78457742919826
Blue tit,24_5_B,2024.0,-2.4364972125104534,52.78399452844701
Blue tit,24_5_B,2024.0,-2.437058961806646,52.78425613047673
Blue tit,24_5_B,2024.0,-2.437803364516218,52.78337291178433
Blackcap,24_5_B,2024.0,-2.4386430298823387,52.78347103982114
Blackbird,24_5_B,2024.0,-2.4381138742167323,52.784134527682134
Blackbird,24_5_B,2024.0,-2.4338264427327663,52.78405612128417
Blue tit,24_5_B,2024.0,-2.4355458891386057,52.78321407576734
Mallard,24_5_B,2024.0,-2.4373715949893815,52.784068995640816
Canada goose,24_5_B,2024.0,-2.4375259654459143,52.78358816827049
Robin,24_5_B,2024.0,-2.4386761762428004,52.7839868649369
Moorhen,24_5_B,2024.0,-2.437193545331006,52.78373770919379
Great tit,24_5_B,2024.0,-2.439069804536145,52.7845947707729
Woodpigeon,24_5_B,2024.0,-2.4394558945878146,52.784376753785715
Goldcrest,24_5_B,2024.0,-2.43904373425573,52.784319425254566
Chiffchaff,24_5_B,2024.0,-2.4371820970993876,52.78219339233666
Chiffchaff,24_5_B,2024.0,-2.4389343213915304,52.7814893212421
Chiffchaff,24_5_B,2024.0,-2.441118222458526,52.78096894231664
Wren,24_5_B,2024.0,-2.4374911566174062,52.782038569981594
Wren,24_5_B,2024.0,-2.438590302087509,52.781626196380664
Woodpigeon,24_5_B,2024.0,-2.438002087772299,52.78194326905836
Stock dove,24_5_B,2024.0,-2.438230719504037,52.781945437774034
Robin,24_5_B,2024.0,-2.4392832473425217,52.781346400154796
Blackcap,24_5_B,2024.0,-2.439659381774123,52.78119132362381
Long-tailed tit,24_5_B,2024.0,-2.4403624195864446,52.78092805725211
Whitethroat,24_5_B,2024.0,-2.4410708142250037,52.78094953165326
Whitethroat,24_5_B,2024.0,-2.441010952589721,52.78068156301802
Woodpigeon,24_5_B,2024.0,-2.44114457898808,52.78062682506831
Robin,24_6_B,2024.0,-2.4356300554262544,52.78657075481736
Robin,24_6_B,2024.0,-2.433501733576049,52.78841676514246
Robin,24_6_B,2024.0,-2.431852083561191,52.788948989097065
Robin,24_6_B,2024.0,-2.4304882132608325,52.78853999942743
Robin,24_6_B,2024.0,-2.4278231275707673,52.78820234801856
Skylark,24_6_B,2024.0,-2.435527096253835,52.7872692324566
Blackbird,24_6_B,2024.0,-2.4344923136190975,52.78678541091825
Blackbird,24_6_B,2024.0,-2.432350968740596,52.788491126708216
Blackbird,24_6_B,2024.0,-2.4293691856966984,52.78831252576542
Blackbird,24_6_B,2024.0,-2.4297548670637896,52.78752182061304
Chaffinch,24_6_B,2024.0,-2.4327577619290173,52.78691804251562
Chaffinch,24_6_B,2024.0,-2.4340153461629397,52.78827807318385
Chiffchaff,24_6_B,2024.0,-2.4335206516668237,52.78740988944017
Chiffchaff,24_6_B,2024.0,-2.432795116345668,52.78834918522675
Chiffchaff,24_6_B,2024.0,-2.4306179020675955,52.78878158307677
Chiffchaff,24_6_B,2024.0,-2.4289808527585826,52.78824727840697
Wren,24_6_B,2024.0,-2.4338640566796808,52.78761209976714
Wren,24_6_B,2024.0,-2.4320110405250714,52.7886397029918
Wren,24_6_B,2024.0,-2.4309708594354515,52.78819445893141
Wren,24_6_B,2024.0,-2.4317806840638214,52.789335133009494
Wren,24_6_B,2024.0,-2.42929702163422,52.78803565216335
Wren,24_6_B,2024.0,-2.429255171054429,52.78789899023937
Wren,24_6_B,2024.0,-2.4281881412248025,52.78825014318125
Song thrush,24_6_B,2024.0,-2.4330037356774463,52.78779766196779
Song thrush,24_6_B,2024.0,-2.428198541992046,52.78813083240645
Great spotted wood,24_6_B,2024.0,-2.4315787236783417,52.788223820719814
Blue tit,24_6_B,2024.0,-2.431731284575025,52.78843725564687
Blue tit,24_6_B,2024.0,-2.431593853339447,52.789167427358784
Blue tit,24_6_B,2024.0,-2.427938541811315,52.78817035928493
Woodpigeon,24_6_B,2024.0,-2.4305335332454274,52.7890274518968
Woodpigeon,24_6_B,2024.0,-2.4290758839265907,52.788496005170536
Wren,24_6_B,2024.0,-2.4274362082716885,52.788280919978405
Chaffinch,24_6_B,2024.0,-2.426937734279388,52.788195014644714
Long-tailed tit,24_6_B,2024.0,-2.426340223037778,52.78863216060216
Robin,24_6_B,2024.0,-2.4261212707863837,52.7887276644816
Greenfinch,24_6_B,2024.0,-2.4256827124782148,52.78885202069714
Great tit,24_6_B,2024.0,-2.4254923125487093,52.78890883253228
Robin,24_5_C,2024.0,-2.435012753771059,52.784723459722514
Robin,24_5_C,2024.0,-2.435851438631554,52.78304668739175
Dunnock,24_5_C,2024.0,-2.4347172342605035,52.78368354327014
Blackbird,24_5_C,2024.0,-2.4389630036171654,52.78418288591016
Blackbird,24_5_C,2024.0,-2.4371257850489325,52.78428899019682
Blackbird,24_5_C,2024.0,-2.433535487101386,52.78442355847174
Woodpigeon,24_5_C,2024.0,-2.43716292313306,52.78436242221648
Woodpigeon,24_5_C,2024.0,-2.438611652358173,52.78423568416345
Woodpigeon,24_5_C,2024.0,-2.439510676497222,52.78434638751213
Wren,24_5_C,2024.0,-2.437297240025444,52.78444653125841
Wren,24_5_C,2024.0,-2.438679974409269,52.78379033945628
Blackcap,24_5_C,2024.0,-2.438114518317855,52.783667362630126
Blue tit,24_5_C,2024.0,-2.437486701209206,52.78337540464738
Song thrush,24_5_C,2024.0,-2.437438067106113,52.78457475748331
Chiffchaff,24_5_C,2024.0,-2.4385955985577636,52.7844490934077
Wren,24_5_C,2024.0,-2.437455325048774,52.78206231485411
Wren,24_5_C,2024.0,-2.4385492768847206,52.78165364512816
Wren,24_5_C,2024.0,-2.4396367338953553,52.78120452640561
Chiffchaff,24_5_C,2024.0,-2.437600623753719,52.78203235119792
Chiffchaff,24_5_C,2024.0,-2.43924401793835,52.78136415493214
Woodpigeon,24_5_C,2024.0,-2.4379453009431438,52.78192072538169
Woodpigeon,24_5_C,2024.0,-2.4411295269643802,52.78064721552538
Blackcap,24_5_C,2024.0,-2.4382789898618715,52.78192317104384
Dunnock,24_5_C,2024.0,-2.4390143866489105,52.78145328800806
Long-tailed tit,24_5_C,2024.0,-2.4405312010715012,52.78087014663461
Whitethroat,24_5_C,2024.0,-2.441131871526129,52.78087894906468
Wren,24_6_C,2024.0,-2.435805117132783,52.78622664384439
Wren,24_6_C,2024.0,-2.433592482396924,52.78775211227862
Wren,24_6_C,2024.0,-2.4329277391977833,52.787639589443444
Wren,24_6_C,2024.0,-2.4295674929900892,52.788174837060716
Wren,24_6_C,2024.0,-2.4325828659433815,52.78727875114441
Song thrush,24_6_C,2024.0,-2.4340104423674105,52.78688270065015
Song thrush,24_6_C,2024.0,-2.4334557614494523,52.78735028232412
Song thrush,24_6_C,2024.0,-2.432174581783721,52.78817111264475
Song thrush,24_6_C,2024.0,-2.433606375340805,52.78914872024468
Woodpigeon,24_6_C,2024.0,-2.432100301571422,52.78737247145919
Woodpigeon,24_6_C,2024.0,-2.4337397154219467,52.78825735981573
Robin,24_6_C,2024.0,-2.4329620905821243,52.78838733748365
Robin,24_6_C,2024.0,-2.431604107270262,52.78850264068683
Robin,24_6_C,2024.0,-2.4316330389255403,52.78897337601772
Chiffchaff,24_6_C,2024.0,-2.433945469549672,52.788431563067455
Chiffchaff,24_6_C,2024.0,-2.430821427162108,52.789119786391495
Great spotted wood,24_6_C,2024.0,-2.4321008109962663,52.789030527689015
Blackcap,24_6_C,2024.0,-2.4321928066475316,52.78912951040826
Goldcrest,24_6_C,2024.0,-2.429556135076946,52.787561038080966
Skylark,24_6_C,2024.0,-2.4275172339869417,52.787535299695016
Dunnock,24_6_C,2024.0,-2.4269596869162213,52.788221498571964
Blue tit,24_6_C,2024.0,-2.4261313218986817,52.78871026218805
Whitethroat,24_6_C,2024.0,-2.425571875536654,52.788700775943255
Chiffchaff,23_9_A,2023.0,-2.4050843978626544,52.771247012149914
Chiffchaff,23_9_A,2023.0,-2.410867330266979,52.769119112338316
Chiffchaff,23_9_A,2023.0,-2.4126362840524074,52.768640304733445
Song thrush,23_9_A,2023.0,-2.415385849795698,52.766217724940404
Blackbird,23_9_A,2023.0,-2.4117701475130713,52.76901092481067
Song thrush,23_9_A,2023.0,-2.41467205858049,52.76727252635243
Blackbird,23_9_A,2023.0,-2.4160457303939724,52.76655119134572
Wren,23_9_A,2023.0,-2.4054659054658174,52.77188292558759
Great tit,23_9_A,2023.0,-2.4135101320298538,52.7646911248044
Great tit,23_9_A,2023.0,-2.4105901350949828,52.7692716459013
Dunnock,23_9_A,2023.0,-2.4057745874799865,52.77171461637164
Dunnock,23_9_A,2023.0,-2.413410854405106,52.76811458852589
Robin,23_9_A,2023.0,-2.4156146657960766,52.76555082297211
Robin,23_9_A,2023.0,-2.413948073745631,52.76782002074167
Goldcrest,23_9_A,2023.0,-2.415306662423537,52.76578187575608
Blue tit,23_9_A,2023.0,-2.414478002426226,52.76740561383324
Blue tit,23_9_A,2023.0,-2.414509125834877,52.7682626787104
House sparrow,23_9_A,2023.0,-2.415340009906054,52.766982167012166
